locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCEDHOCC_01825	CDS	789				hypothetical protein
LCEDHOCC_01826	gene	144				
LCEDHOCC_01826	CDS	144				hypothetical protein
LCEDHOCC_01827	gene	1179				
LCEDHOCC_01827	CDS	1179				hypothetical protein
LCEDHOCC_01828	gene	426				
LCEDHOCC_01828	CDS	426				hypothetical protein
LCEDHOCC_01829	gene	123				
LCEDHOCC_01829	CDS	123				hypothetical protein
LCEDHOCC_01830	gene	945	icsA			
LCEDHOCC_01830	CDS	945	icsA		COG3468	Outer membrane protein IcsA autotransporter
LCEDHOCC_01831	gene	405	petC			
LCEDHOCC_01831	CDS	405	petC		COG2857	Ammonia monooxygenase gamma subunit
LCEDHOCC_01832	gene	660				
LCEDHOCC_01832	CDS	660				hypothetical protein
LCEDHOCC_01833	gene	663				
LCEDHOCC_01833	CDS	663				hypothetical protein
LCEDHOCC_01834	gene	147				
LCEDHOCC_01834	CDS	147				hypothetical protein
LCEDHOCC_01835	gene	582	petA			
LCEDHOCC_01835	CDS	582	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
LCEDHOCC_01836	gene	402				
LCEDHOCC_01836	CDS	402			COG0327	GTP cyclohydrolase 1 type 2 
LCEDHOCC_01837	gene	393	nhaP2_1			
LCEDHOCC_01837	CDS	393	nhaP2_1			K(+)/H(+) antiporter NhaP2
LCEDHOCC_01838	gene	282	nhaP2_2			
LCEDHOCC_01838	CDS	282	nhaP2_2			K(+)/H(+) antiporter NhaP2
LCEDHOCC_01839	gene	300				
LCEDHOCC_01839	CDS	300				hypothetical protein
LCEDHOCC_01840	gene	906	glyQ_2			
LCEDHOCC_01840	CDS	906	glyQ_2	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LCEDHOCC_01841	gene	411				
LCEDHOCC_01841	CDS	411				hypothetical protein
LCEDHOCC_01842	gene	612	yigZ			
LCEDHOCC_01842	CDS	612	yigZ		COG1739	IMPACT family member YigZ
LCEDHOCC_01843	gene	534	etfA			
LCEDHOCC_01843	CDS	534	etfA		COG2025	Electron transfer flavoprotein subunit alpha
LCEDHOCC_01844	gene	288	dxs			
LCEDHOCC_01844	CDS	288	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
LCEDHOCC_01845	gene	1029	miaB			
LCEDHOCC_01845	CDS	1029	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
LCEDHOCC_01846	gene	483				
LCEDHOCC_01846	CDS	483				hypothetical protein
LCEDHOCC_01847	gene	471				
LCEDHOCC_01847	CDS	471				hypothetical protein
LCEDHOCC_01848	gene	1140				
LCEDHOCC_01848	CDS	1140				hypothetical protein
LCEDHOCC_01849	gene	168	dadX			
LCEDHOCC_01849	CDS	168	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
LCEDHOCC_01850	gene	870				
LCEDHOCC_01850	CDS	870				hypothetical protein
LCEDHOCC_01851	gene	732				
LCEDHOCC_01851	CDS	732				hypothetical protein
LCEDHOCC_01852	gene	726				
LCEDHOCC_01852	CDS	726				hypothetical protein
LCEDHOCC_01853	gene	477	yjjV			
LCEDHOCC_01853	CDS	477	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
LCEDHOCC_01854	gene	1041	mutL_1			
LCEDHOCC_01854	CDS	1041	mutL_1			DNA mismatch repair protein MutL
LCEDHOCC_01855	gene	165				
LCEDHOCC_01855	CDS	165				hypothetical protein
LCEDHOCC_01856	gene	948				
LCEDHOCC_01856	CDS	948				hypothetical protein
LCEDHOCC_01857	gene	273				
LCEDHOCC_01857	CDS	273				hypothetical protein
LCEDHOCC_01858	gene	714	guaA			
LCEDHOCC_01858	CDS	714	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
LCEDHOCC_01859	gene	636				
LCEDHOCC_01859	CDS	636				hypothetical protein
LCEDHOCC_01860	gene	306				
LCEDHOCC_01860	CDS	306				hypothetical protein
LCEDHOCC_01861	gene	687	neuA			
LCEDHOCC_01861	CDS	687	neuA	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
LCEDHOCC_01862	gene	987	carB			
LCEDHOCC_01862	CDS	987	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
LCEDHOCC_01863	gene	249				
LCEDHOCC_01863	CDS	249				hypothetical protein
LCEDHOCC_01864	gene	291				
LCEDHOCC_01864	CDS	291				hypothetical protein
LCEDHOCC_01865	gene	762				
LCEDHOCC_01865	CDS	762				hypothetical protein
LCEDHOCC_01866	gene	267	folC			
LCEDHOCC_01866	CDS	267	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
LCEDHOCC_01867	gene	330				
LCEDHOCC_01867	CDS	330				hypothetical protein
LCEDHOCC_01868	gene	171				
LCEDHOCC_01868	CDS	171				hypothetical protein
LCEDHOCC_01869	gene	375				
LCEDHOCC_01869	CDS	375				hypothetical protein
LCEDHOCC_01870	gene	252	mqo			
LCEDHOCC_01870	CDS	252	mqo	1.1.5.4	COG0579	putative malate:quinone oxidoreductase
LCEDHOCC_01871	gene	846				
LCEDHOCC_01871	CDS	846				hypothetical protein
LCEDHOCC_01872	gene	315	efp			
LCEDHOCC_01872	CDS	315	efp		COG0231	Elongation factor P
LCEDHOCC_01873	gene	1077	nusA			
LCEDHOCC_01873	CDS	1077	nusA		COG0195	Transcription termination/antitermination protein NusA
LCEDHOCC_01874	gene	228				
LCEDHOCC_01874	CDS	228				hypothetical protein
LCEDHOCC_01875	gene	819	xerC			
LCEDHOCC_01875	CDS	819	xerC		COG4973	Tyrosine recombinase XerC
LCEDHOCC_01876	gene	807				
LCEDHOCC_01876	CDS	807				hypothetical protein
LCEDHOCC_01877	gene	750				
LCEDHOCC_01877	CDS	750				hypothetical protein
LCEDHOCC_01878	gene	417				
LCEDHOCC_01878	CDS	417				hypothetical protein
LCEDHOCC_01879	gene	1140				
LCEDHOCC_01879	CDS	1140				hypothetical protein
LCEDHOCC_01880	gene	780	map			
LCEDHOCC_01880	CDS	780	map	3.4.11.18	COG0024	Methionine aminopeptidase
LCEDHOCC_01881	gene	1170	murA			
LCEDHOCC_01881	CDS	1170	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
LCEDHOCC_01882	gene	273				
LCEDHOCC_01882	CDS	273				hypothetical protein
LCEDHOCC_01883	gene	891	hap_2			
LCEDHOCC_01883	CDS	891	hap_2	3.4.21.-		Adhesion and penetration protein autotransporter
LCEDHOCC_01884	gene	234				
LCEDHOCC_01884	CDS	234				hypothetical protein
LCEDHOCC_01885	gene	519				
LCEDHOCC_01885	CDS	519				hypothetical protein
LCEDHOCC_01886	gene	558				
LCEDHOCC_01886	CDS	558				hypothetical protein
LCEDHOCC_01887	gene	639	hisH			
LCEDHOCC_01887	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
LCEDHOCC_01888	gene	540				
LCEDHOCC_01888	CDS	540				hypothetical protein
LCEDHOCC_01889	gene	519	tcyC_2			
LCEDHOCC_01889	CDS	519	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
LCEDHOCC_01890	gene	678	algC_2			
LCEDHOCC_01890	CDS	678	algC_2	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LCEDHOCC_01891	gene	573				
LCEDHOCC_01891	CDS	573				hypothetical protein
LCEDHOCC_01892	gene	228	glcA			
LCEDHOCC_01892	CDS	228	glcA		COG1620	Glycolate permease GlcA
LCEDHOCC_01893	gene	231				
LCEDHOCC_01893	CDS	231				hypothetical protein
LCEDHOCC_01894	gene	168				
LCEDHOCC_01894	CDS	168				hypothetical protein
LCEDHOCC_01895	gene	150				
LCEDHOCC_01895	CDS	150				hypothetical protein
LCEDHOCC_01896	gene	363	gdhA			
LCEDHOCC_01896	CDS	363	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
LCEDHOCC_01897	gene	369				
LCEDHOCC_01897	CDS	369				hypothetical protein
LCEDHOCC_01898	gene	258				
LCEDHOCC_01898	CDS	258				hypothetical protein
LCEDHOCC_01899	gene	324				
LCEDHOCC_01899	CDS	324				hypothetical protein
LCEDHOCC_01900	gene	378				
LCEDHOCC_01900	CDS	378				hypothetical protein
LCEDHOCC_01901	gene	285				
LCEDHOCC_01901	CDS	285				hypothetical protein
LCEDHOCC_01902	gene	378	farR			
LCEDHOCC_01902	CDS	378	farR			HTH-type transcriptional regulator FarR
LCEDHOCC_01903	gene	501	hpaC			
LCEDHOCC_01903	CDS	501	hpaC	1.5.1.37	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
LCEDHOCC_01904	gene	714				
LCEDHOCC_01904	CDS	714				hypothetical protein
LCEDHOCC_01905	gene	996	arcB			
LCEDHOCC_01905	CDS	996	arcB	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
LCEDHOCC_01906	gene	411				
LCEDHOCC_01906	CDS	411				hypothetical protein
LCEDHOCC_01907	gene	747	surE			
LCEDHOCC_01907	CDS	747	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
LCEDHOCC_01908	gene	162				
LCEDHOCC_01908	CDS	162				hypothetical protein
LCEDHOCC_01909	gene	456				
LCEDHOCC_01909	CDS	456				hypothetical protein
LCEDHOCC_01910	gene	672				
LCEDHOCC_01910	CDS	672				hypothetical protein
LCEDHOCC_01911	gene	249				
LCEDHOCC_01911	CDS	249				hypothetical protein
LCEDHOCC_01912	gene	417	spuE			
LCEDHOCC_01912	CDS	417	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
LCEDHOCC_01913	gene	765				
LCEDHOCC_01913	CDS	765				hypothetical protein
LCEDHOCC_01914	gene	1113				
LCEDHOCC_01914	CDS	1113				hypothetical protein
LCEDHOCC_01915	gene	864	rpoH			
LCEDHOCC_01915	CDS	864	rpoH		COG0568	RNA polymerase sigma factor RpoH
LCEDHOCC_01916	gene	249				
LCEDHOCC_01916	CDS	249				hypothetical protein
LCEDHOCC_01917	gene	426				
LCEDHOCC_01917	CDS	426				hypothetical protein
LCEDHOCC_01918	gene	525				
LCEDHOCC_01918	CDS	525				hypothetical protein
LCEDHOCC_01919	gene	552	tag			
LCEDHOCC_01919	CDS	552	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
LCEDHOCC_01920	gene	246				
LCEDHOCC_01920	CDS	246				hypothetical protein
LCEDHOCC_01921	gene	645				
LCEDHOCC_01921	CDS	645				hypothetical protein
LCEDHOCC_01922	gene	360				
LCEDHOCC_01922	CDS	360				hypothetical protein
LCEDHOCC_01923	gene	75				
LCEDHOCC_01923	tRNA	75				tRNA-Asn(gtt)
LCEDHOCC_01924	gene	594				
LCEDHOCC_01924	CDS	594				hypothetical protein
LCEDHOCC_01925	gene	345				
LCEDHOCC_01925	CDS	345				hypothetical protein
LCEDHOCC_01926	gene	648				
LCEDHOCC_01926	CDS	648			COG4380	Putative lipoprotein/NMB1162
LCEDHOCC_01927	gene	282				
LCEDHOCC_01927	CDS	282				hypothetical protein
LCEDHOCC_01928	gene	117				
LCEDHOCC_01928	CDS	117				hypothetical protein
LCEDHOCC_01929	gene	1038				
LCEDHOCC_01929	CDS	1038		3.1.1.32	COG2829	Putative phospholipase A1
LCEDHOCC_01930	gene	459				
LCEDHOCC_01930	CDS	459				hypothetical protein
LCEDHOCC_01931	gene	348				
LCEDHOCC_01931	CDS	348				hypothetical protein
LCEDHOCC_01932	gene	204				
LCEDHOCC_01932	CDS	204				hypothetical protein
LCEDHOCC_01933	gene	1110	clsC			
LCEDHOCC_01933	CDS	1110	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
LCEDHOCC_01934	gene	1077	leuA			
LCEDHOCC_01934	CDS	1077	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LCEDHOCC_01935	gene	249				
LCEDHOCC_01935	CDS	249				hypothetical protein
LCEDHOCC_01936	gene	561				
LCEDHOCC_01936	CDS	561				hypothetical protein
LCEDHOCC_01937	gene	969				
LCEDHOCC_01937	CDS	969				hypothetical protein
LCEDHOCC_01938	gene	900	dapH			
LCEDHOCC_01938	CDS	900	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LCEDHOCC_01939	gene	819	pbpG			
LCEDHOCC_01939	CDS	819	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
LCEDHOCC_01940	gene	258				
LCEDHOCC_01940	CDS	258				hypothetical protein
LCEDHOCC_01941	gene	423				
LCEDHOCC_01941	CDS	423				hypothetical protein
LCEDHOCC_01942	gene	345				
LCEDHOCC_01942	CDS	345				hypothetical protein
LCEDHOCC_01943	gene	198	rpmI			
LCEDHOCC_01943	CDS	198	rpmI		COG0291	50S ribosomal protein L35
LCEDHOCC_01944	gene	405	infC			
LCEDHOCC_01944	CDS	405	infC		COG0290	Translation initiation factor IF-3
LCEDHOCC_01945	gene	246	thrS			
LCEDHOCC_01945	CDS	246	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
LCEDHOCC_01946	gene	576				
LCEDHOCC_01946	CDS	576				hypothetical protein
LCEDHOCC_01947	gene	426	mtrA			
LCEDHOCC_01947	CDS	426	mtrA			HTH-type transcriptional regulator MtrA
LCEDHOCC_01948	gene	171				
LCEDHOCC_01948	CDS	171				hypothetical protein
LCEDHOCC_01949	gene	378				
LCEDHOCC_01949	CDS	378				hypothetical protein
LCEDHOCC_01950	gene	366				
LCEDHOCC_01950	CDS	366				hypothetical protein
LCEDHOCC_01951	gene	519				
LCEDHOCC_01951	CDS	519				hypothetical protein
LCEDHOCC_01952	gene	441				
LCEDHOCC_01952	CDS	441				hypothetical protein
LCEDHOCC_01953	gene	495	folK			
LCEDHOCC_01953	CDS	495	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
LCEDHOCC_01954	gene	117				
LCEDHOCC_01954	CDS	117				hypothetical protein
LCEDHOCC_01955	gene	810				
LCEDHOCC_01955	CDS	810				hypothetical protein
LCEDHOCC_01956	gene	273				
LCEDHOCC_01956	CDS	273				hypothetical protein
LCEDHOCC_01957	gene	468				
LCEDHOCC_01957	CDS	468				hypothetical protein
LCEDHOCC_01958	gene	327				
LCEDHOCC_01958	CDS	327				hypothetical protein
LCEDHOCC_01959	gene	390				
LCEDHOCC_01959	CDS	390				hypothetical protein
LCEDHOCC_01960	gene	174				
LCEDHOCC_01960	CDS	174				hypothetical protein
LCEDHOCC_01961	gene	666	spoT			
LCEDHOCC_01961	CDS	666	spoT	3.1.7.2	COG0317	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
LCEDHOCC_01962	gene	288	coaBC			
LCEDHOCC_01962	CDS	288	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
LCEDHOCC_01963	gene	978	nrgA			
LCEDHOCC_01963	CDS	978	nrgA			Ammonium transporter
LCEDHOCC_01964	gene	216				
LCEDHOCC_01964	CDS	216				hypothetical protein
LCEDHOCC_01965	gene	486				
LCEDHOCC_01965	CDS	486				hypothetical protein
LCEDHOCC_01966	gene	186				
LCEDHOCC_01966	CDS	186				hypothetical protein
LCEDHOCC_01967	gene	672				
LCEDHOCC_01967	CDS	672				hypothetical protein
LCEDHOCC_01968	gene	435	pilE_3			
LCEDHOCC_01968	CDS	435	pilE_3			Fimbrial protein
LCEDHOCC_01969	gene	432				
LCEDHOCC_01969	CDS	432				hypothetical protein
LCEDHOCC_01970	gene	282	nqrB			
LCEDHOCC_01970	CDS	282	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
LCEDHOCC_01971	gene	777	nqrC			
LCEDHOCC_01971	CDS	777	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
LCEDHOCC_01972	gene	816				
LCEDHOCC_01972	CDS	816				hypothetical protein
LCEDHOCC_01973	gene	552				
LCEDHOCC_01973	CDS	552				hypothetical protein
LCEDHOCC_01974	gene	333				
LCEDHOCC_01974	CDS	333				hypothetical protein
LCEDHOCC_01975	gene	312				
LCEDHOCC_01975	CDS	312				hypothetical protein
LCEDHOCC_01976	gene	342	atpA			
LCEDHOCC_01976	CDS	342	atpA	7.1.2.2		ATP synthase subunit alpha
LCEDHOCC_01977	gene	951				
LCEDHOCC_01977	rRNA	951				16S ribosomal RNA (partial)
LCEDHOCC_01978	gene	1095				
LCEDHOCC_01978	CDS	1095				hypothetical protein
LCEDHOCC_01979	gene	213				
LCEDHOCC_01979	CDS	213				hypothetical protein
LCEDHOCC_01980	gene	786				
LCEDHOCC_01980	CDS	786				hypothetical protein
LCEDHOCC_01981	gene	1041	mutL_2			
LCEDHOCC_01981	CDS	1041	mutL_2			DNA mismatch repair protein MutL
LCEDHOCC_01982	gene	480				
LCEDHOCC_01982	CDS	480				hypothetical protein
LCEDHOCC_01983	gene	915	hdfR			
LCEDHOCC_01983	CDS	915	hdfR			HTH-type transcriptional regulator HdfR
LCEDHOCC_01984	gene	855				
LCEDHOCC_01984	CDS	855				hypothetical protein
LCEDHOCC_01985	gene	738	prmA			
LCEDHOCC_01985	CDS	738	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
LCEDHOCC_01986	gene	891	ftsY			
LCEDHOCC_01986	CDS	891	ftsY		COG0552	Signal recognition particle receptor FtsY
LCEDHOCC_01987	gene	249				
LCEDHOCC_01987	CDS	249				hypothetical protein
LCEDHOCC_01988	gene	417				
LCEDHOCC_01988	CDS	417				hypothetical protein
LCEDHOCC_01989	gene	666				
LCEDHOCC_01989	CDS	666				hypothetical protein
LCEDHOCC_01990	gene	240				
LCEDHOCC_01990	CDS	240				hypothetical protein
LCEDHOCC_01991	gene	333	trxA			
LCEDHOCC_01991	CDS	333	trxA		COG0526	Thioredoxin 1
LCEDHOCC_01992	gene	177	rlmK			
LCEDHOCC_01992	CDS	177	rlmK	2.1.1.264	COG1092	Ribosomal RNA large subunit methyltransferase K
LCEDHOCC_01993	gene	543				
LCEDHOCC_01993	CDS	543				hypothetical protein
LCEDHOCC_01994	gene	126	ykgO			
LCEDHOCC_01994	CDS	126	ykgO		COG0257	50S ribosomal protein L36 2
LCEDHOCC_01995	gene	276	rpmE2			
LCEDHOCC_01995	CDS	276	rpmE2		COG0254	50S ribosomal protein L31 type B
LCEDHOCC_01996	gene	702				
LCEDHOCC_01996	CDS	702				hypothetical protein
LCEDHOCC_01997	gene	444				
LCEDHOCC_01997	CDS	444				hypothetical protein
LCEDHOCC_01998	gene	147				
LCEDHOCC_01998	CDS	147				hypothetical protein
LCEDHOCC_01999	gene	822	ywqG			
LCEDHOCC_01999	CDS	822	ywqG		COG3878	putative protein YwqG
LCEDHOCC_02000	gene	486				
LCEDHOCC_02000	CDS	486				hypothetical protein
LCEDHOCC_02001	gene	420				
LCEDHOCC_02001	CDS	420				hypothetical protein
LCEDHOCC_02002	gene	465	trmL			
LCEDHOCC_02002	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
LCEDHOCC_02003	gene	258				
LCEDHOCC_02003	CDS	258				hypothetical protein
LCEDHOCC_02004	gene	432	rplM			
LCEDHOCC_02004	CDS	432	rplM		COG0102	50S ribosomal protein L13
LCEDHOCC_02005	gene	1056				
LCEDHOCC_02005	CDS	1056				hypothetical protein
LCEDHOCC_02006	gene	414				
LCEDHOCC_02006	CDS	414				hypothetical protein
LCEDHOCC_02007	gene	339				
LCEDHOCC_02007	CDS	339				hypothetical protein
LCEDHOCC_02008	gene	267				
LCEDHOCC_02008	CDS	267				hypothetical protein
LCEDHOCC_02009	gene	687	lolE			
LCEDHOCC_02009	CDS	687	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
LCEDHOCC_02010	gene	76				
LCEDHOCC_02010	tRNA	76				tRNA-Gly(gcc)
LCEDHOCC_02011	gene	74				
LCEDHOCC_02011	tRNA	74				tRNA-Cys(gca)
LCEDHOCC_02012	gene	90				
LCEDHOCC_02012	tRNA	90				tRNA-Leu(taa)
LCEDHOCC_02013	gene	453				
LCEDHOCC_02013	CDS	453				hypothetical protein
LCEDHOCC_02014	gene	822				
LCEDHOCC_02014	CDS	822				hypothetical protein
LCEDHOCC_02015	gene	843	alsT_2			
LCEDHOCC_02015	CDS	843	alsT_2		COG1115	Amino-acid carrier protein AlsT
LCEDHOCC_02016	gene	444				
LCEDHOCC_02016	CDS	444				hypothetical protein
LCEDHOCC_02017	gene	159				
LCEDHOCC_02017	CDS	159				hypothetical protein
LCEDHOCC_02018	gene	495	cvaA_2			
LCEDHOCC_02018	CDS	495	cvaA_2		COG0845	Colicin V secretion protein CvaA
LCEDHOCC_02019	gene	348				
LCEDHOCC_02019	CDS	348				hypothetical protein
LCEDHOCC_02020	gene	810	dapB			
LCEDHOCC_02020	CDS	810	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
LCEDHOCC_02021	gene	474				
LCEDHOCC_02021	CDS	474				hypothetical protein
LCEDHOCC_02022	gene	510				
LCEDHOCC_02022	CDS	510				hypothetical protein
LCEDHOCC_02023	gene	402				
LCEDHOCC_02023	CDS	402				hypothetical protein
LCEDHOCC_02024	gene	76				
LCEDHOCC_02024	tRNA	76				tRNA-Val(tac)
LCEDHOCC_02025	gene	77				
LCEDHOCC_02025	tRNA	77				tRNA-Asp(gtc)
LCEDHOCC_02026	gene	76				
LCEDHOCC_02026	tRNA	76				tRNA-Val(tac)
LCEDHOCC_02027	gene	648				
LCEDHOCC_02027	CDS	648				hypothetical protein
LCEDHOCC_02028	gene	885	ddl			
LCEDHOCC_02028	CDS	885	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LCEDHOCC_02029	gene	168				
LCEDHOCC_02029	CDS	168				hypothetical protein
LCEDHOCC_02030	gene	291	gatC			
LCEDHOCC_02030	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
LCEDHOCC_02031	gene	357				
LCEDHOCC_02031	CDS	357				hypothetical protein
LCEDHOCC_02032	gene	228				
LCEDHOCC_02032	CDS	228				hypothetical protein
LCEDHOCC_02033	gene	246				
LCEDHOCC_02033	CDS	246				hypothetical protein
LCEDHOCC_02034	gene	258	murB			
LCEDHOCC_02034	CDS	258	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
LCEDHOCC_02035	gene	645				
LCEDHOCC_02035	CDS	645				hypothetical protein
LCEDHOCC_02036	gene	540	rsmI_2			
LCEDHOCC_02036	CDS	540	rsmI_2	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
LCEDHOCC_02037	gene	369				
LCEDHOCC_02037	CDS	369				hypothetical protein
LCEDHOCC_02038	gene	381				
LCEDHOCC_02038	CDS	381				hypothetical protein
LCEDHOCC_02039	gene	366				
LCEDHOCC_02039	CDS	366				hypothetical protein
LCEDHOCC_02040	gene	420				
LCEDHOCC_02040	CDS	420				hypothetical protein
LCEDHOCC_02041	gene	294				
LCEDHOCC_02041	CDS	294				hypothetical protein
LCEDHOCC_02042	gene	258	ribA			
LCEDHOCC_02042	CDS	258	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
LCEDHOCC_02043	gene	360	arnC			
LCEDHOCC_02043	CDS	360	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LCEDHOCC_02044	gene	795				
LCEDHOCC_02044	CDS	795				hypothetical protein
LCEDHOCC_02045	gene	318				
LCEDHOCC_02045	CDS	318				hypothetical protein
LCEDHOCC_02046	gene	165	PGdx			
LCEDHOCC_02046	CDS	165	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
LCEDHOCC_02047	gene	384	accA			
LCEDHOCC_02047	CDS	384	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
LCEDHOCC_02048	gene	450				
LCEDHOCC_02048	CDS	450				hypothetical protein
LCEDHOCC_02049	gene	477				
LCEDHOCC_02049	CDS	477				hypothetical protein
LCEDHOCC_02050	gene	426				
LCEDHOCC_02050	CDS	426				hypothetical protein
LCEDHOCC_02051	gene	189	parE			
LCEDHOCC_02051	CDS	189	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
LCEDHOCC_02052	gene	423	atpC			
LCEDHOCC_02052	CDS	423	atpC		COG0355	ATP synthase epsilon chain
LCEDHOCC_02053	gene	591	atpD			
LCEDHOCC_02053	CDS	591	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
LCEDHOCC_02054	gene	372				
LCEDHOCC_02054	CDS	372				hypothetical protein
LCEDHOCC_02055	gene	549				
LCEDHOCC_02055	CDS	549				hypothetical protein
LCEDHOCC_02056	gene	537	purL_2			
LCEDHOCC_02056	CDS	537	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
LCEDHOCC_02057	gene	630	pyrD			
LCEDHOCC_02057	CDS	630	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
LCEDHOCC_02058	gene	498				
LCEDHOCC_02058	CDS	498				hypothetical protein
LCEDHOCC_02059	gene	222				
LCEDHOCC_02059	CDS	222				hypothetical protein
LCEDHOCC_02060	gene	645	dsbC			
LCEDHOCC_02060	CDS	645	dsbC		COG1651	putative thiol:disulfide interchange protein DsbC
LCEDHOCC_02061	gene	894	macB			
LCEDHOCC_02061	CDS	894	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
LCEDHOCC_02062	gene	924				
LCEDHOCC_02062	CDS	924				hypothetical protein
LCEDHOCC_02063	gene	348	leuD1			
LCEDHOCC_02063	CDS	348	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
LCEDHOCC_02064	gene	630				
LCEDHOCC_02064	CDS	630				hypothetical protein
LCEDHOCC_02065	gene	183				
LCEDHOCC_02065	CDS	183				hypothetical protein
LCEDHOCC_02066	gene	657	ygbN			
LCEDHOCC_02066	CDS	657	ygbN		COG2610	Inner membrane permease YgbN
LCEDHOCC_02067	gene	432				
LCEDHOCC_02067	CDS	432				hypothetical protein
LCEDHOCC_02068	gene	543				
LCEDHOCC_02068	CDS	543				hypothetical protein
LCEDHOCC_02069	gene	318	ydeO_2			
LCEDHOCC_02069	CDS	318	ydeO_2		COG2207	HTH-type transcriptional regulator YdeO
LCEDHOCC_02070	gene	603				
LCEDHOCC_02070	CDS	603				hypothetical protein
LCEDHOCC_02071	gene	207				
LCEDHOCC_02071	CDS	207				hypothetical protein
LCEDHOCC_02072	gene	426	ubiJ			
LCEDHOCC_02072	CDS	426	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
LCEDHOCC_02073	gene	213				
LCEDHOCC_02073	CDS	213				hypothetical protein
LCEDHOCC_02074	gene	516	metG			
LCEDHOCC_02074	CDS	516	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
LCEDHOCC_02075	gene	438	hprA			
LCEDHOCC_02075	CDS	438	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
LCEDHOCC_02076	gene	213				
LCEDHOCC_02076	CDS	213				hypothetical protein
LCEDHOCC_02077	gene	546				
LCEDHOCC_02077	CDS	546				hypothetical protein
LCEDHOCC_02078	gene	129	yebC			
LCEDHOCC_02078	CDS	129	yebC			transcriptional regulatory protein YebC
LCEDHOCC_02079	gene	489	dsbB			
LCEDHOCC_02079	CDS	489	dsbB			Disulfide bond formation protein B
LCEDHOCC_02080	gene	540				
LCEDHOCC_02080	CDS	540				hypothetical protein
LCEDHOCC_02081	gene	234				
